Genre,Year,Month,Movies
Genre_Biography,2017,7,4
Genre_Biography,2017,8,4
Genre_Biography,2017,9,4
Genre_Biography,2017,10,1
Genre_Biography,2017,11,0
Genre_Biography,2017,12,0
Genre_Comedy,2005,1,0
Genre_Comedy,2005,2,0
Genre_Comedy,2005,3,0
Genre_Comedy,2005,4,0
Genre_Comedy,2005,5,0
Genre_Comedy,2005,6,0
Genre_Comedy,2005,7,0
Genre_Comedy,2005,8,0
Genre_Comedy,2005,9,0
Genre_Comedy,2005,10,0
Genre_Comedy,2005,11,0
Genre_Comedy,2005,12,0
Genre_Comedy,2006,1,2
Genre_Comedy,2006,2,8
Genre_Comedy,2006,3,10
Genre_Comedy,2006,4,14
Genre_Comedy,2006,5,17
Genre_Comedy,2006,6,24
Genre_Comedy,2006,7,24
Genre_Comedy,2006,8,24
Genre_Comedy,2006,9,31
Genre_Comedy,2006,10,20
Genre_Comedy,2006,11,16
Genre_Comedy,2006,12,17
Genre_Comedy,2007,1,11
Genre_Comedy,2007,2,9
Genre_Comedy,2007,3,14
Genre_Comedy,2007,4,12
Genre_Comedy,2007,5,14
Genre_Comedy,2007,6,22
Genre_Comedy,2007,7,19
Genre_Comedy,2007,8,24
Genre_Comedy,2007,9,21
Genre_Comedy,2007,10,22
Genre_Comedy,2007,11,20
Genre_Comedy,2007,12,15
Genre_Comedy,2008,1,16
Genre_Comedy,2008,2,22
Genre_Comedy,2008,3,17
Genre_Comedy,2008,4,23
Genre_Comedy,2008,5,32
Genre_Comedy,2008,6,33
Genre_Comedy,2008,7,33
Genre_Comedy,2008,8,40
Genre_Comedy,2008,9,30
Genre_Comedy,2008,10,20
Genre_Comedy,2008,11,8
Genre_Comedy,2008,12,11
Genre_Comedy,2009,1,14
Genre_Comedy,2009,2,10
Genre_Comedy,2009,3,12
Genre_Comedy,2009,4,20
Genre_Comedy,2009,5,30
Genre_Comedy,2009,6,26
Genre_Comedy,2009,7,32
Genre_Comedy,2009,8,31
Genre_Comedy,2009,9,35
Genre_Comedy,2009,10,48
Genre_Comedy,2009,11,30
Genre_Comedy,2009,12,20
Genre_Comedy,2010,1,25
Genre_Comedy,2010,2,26
Genre_Comedy,2010,3,26
Genre_Comedy,2010,4,32
Genre_Comedy,2010,5,32
Genre_Comedy,2010,6,34
Genre_Comedy,2010,7,47
Genre_Comedy,2010,8,41
Genre_Comedy,2010,9,43
Genre_Comedy,2010,10,55
Genre_Comedy,2010,11,37
Genre_Comedy,2010,12,41
Genre_Comedy,2011,1,36
Genre_Comedy,2011,2,34
Genre_Comedy,2011,3,36
Genre_Comedy,2011,4,49
Genre_Comedy,2011,5,38
Genre_Comedy,2011,6,33
Genre_Comedy,2011,7,38
Genre_Comedy,2011,8,44
Genre_Comedy,2011,9,45
Genre_Comedy,2011,10,32
Genre_Comedy,2011,11,28
Genre_Comedy,2011,12,28
Genre_Comedy,2012,1,21
Genre_Comedy,2012,2,23
Genre_Comedy,2012,3,37
Genre_Comedy,2012,4,38
Genre_Comedy,2012,5,50
Genre_Comedy,2012,6,55
Genre_Comedy,2012,7,39
Genre_Comedy,2012,8,44
Genre_Comedy,2012,9,39
Genre_Comedy,2012,10,39
Genre_Comedy,2012,11,38
Genre_Comedy,2012,12,32
Genre_Comedy,2013,1,26
Genre_Comedy,2013,2,22
Genre_Comedy,2013,3,22
Genre_Comedy,2013,4,32
Genre_Comedy,2013,5,54
Genre_Comedy,2013,6,54
Genre_Comedy,2013,7,60
Genre_Comedy,2013,8,73
Genre_Comedy,2013,9,51
Genre_Comedy,2013,10,48
Genre_Comedy,2013,11,67
Genre_Comedy,2013,12,49
Genre_Comedy,2014,1,53
Genre_Comedy,2014,2,38
Genre_Comedy,2014,3,49
Genre_Comedy,2014,4,47
Genre_Comedy,2014,5,54
Genre_Comedy,2014,6,50
Genre_Comedy,2014,7,51
Genre_Comedy,2014,8,57
Genre_Comedy,2014,9,39
Genre_Comedy,2014,10,52
Genre_Comedy,2014,11,46
Genre_Comedy,2014,12,38
Genre_Comedy,2015,1,55
Genre_Comedy,2015,2,49
Genre_Comedy,2015,3,44
Genre_Comedy,2015,4,53
Genre_Comedy,2015,5,72
Genre_Comedy,2015,6,66
Genre_Comedy,2015,7,90
Genre_Comedy,2015,8,78
Genre_Comedy,2015,9,76
Genre_Comedy,2015,10,74
Genre_Comedy,2015,11,53
Genre_Comedy,2015,12,58
Genre_Comedy,2016,1,91
Genre_Comedy,2016,2,94
Genre_Comedy,2016,3,106
Genre_Comedy,2016,4,119
Genre_Comedy,2016,5,113
Genre_Comedy,2016,6,124
Genre_Comedy,2016,7,139
Genre_Comedy,2016,8,99
Genre_Comedy,2016,9,121
Genre_Comedy,2016,10,101
Genre_Comedy,2016,11,81
Genre_Comedy,2016,12,79
Genre_Comedy,2017,1,42
Genre_Comedy,2017,2,38
Genre_Comedy,2017,3,42
Genre_Comedy,2017,4,19
Genre_Comedy,2017,5,2
Genre_Comedy,2017,6,0
Genre_Comedy,2017,7,0
Genre_Comedy,2017,8,0
Genre_Comedy,2017,9,0
Genre_Comedy,2017,10,0
Genre_Comedy,2017,11,0
Genre_Comedy,2017,12,0
Genre_Crime,2005,1,0
Genre_Crime,2005,2,0
Genre_Crime,2005,3,0
Genre_Crime,2005,4,0
Genre_Crime,2005,5,0
Genre_Crime,2005,6,0
Genre_Crime,2005,7,0
Genre_Crime,2005,8,0
Genre_Crime,2005,9,0
Genre_Crime,2005,10,0
Genre_Crime,2005,11,0
Genre_Crime,2005,12,0
Genre_Crime,2006,1,1
Genre_Crime,2006,2,7
Genre_Crime,2006,3,10
Genre_Crime,2006,4,10
Genre_Crime,2006,5,12
Genre_Crime,2006,6,21
Genre_Crime,2006,7,14
Genre_Crime,2006,8,15
Genre_Crime,2006,9,16
Genre_Crime,2006,10,11
Genre_Crime,2006,11,12
Genre_Crime,2006,12,15
Genre_Crime,2007,1,17
Genre_Crime,2007,2,24
Genre_Crime,2007,3,24
Genre_Crime,2007,4,24
Genre_Crime,2007,5,20
Genre_Crime,2007,6,20
Genre_Crime,2007,7,14
Genre_Crime,2007,8,19
Genre_Crime,2007,9,21
Genre_Crime,2007,10,20
Genre_Crime,2007,11,20
Genre_Crime,2007,12,18
Genre_Crime,2008,1,16
Genre_Crime,2008,2,15
Genre_Crime,2008,3,12
Genre_Crime,2008,4,9
Genre_Crime,2008,5,20
Genre_Crime,2008,6,19
Genre_Crime,2008,7,16
Genre_Crime,2008,8,27
Genre_Crime,2008,9,19
Genre_Crime,2008,10,15
Genre_Crime,2008,11,14
Genre_Crime,2008,12,15
Genre_Crime,2009,1,10
Genre_Crime,2009,2,12
Genre_Crime,2009,3,8
Genre_Crime,2009,4,4
Genre_Crime,2009,5,10
Genre_Crime,2009,6,8
Genre_Crime,2009,7,5
Genre_Crime,2009,8,6
Genre_Crime,2009,9,4
Genre_Crime,2009,10,6
Genre_Crime,2009,11,8
Genre_Crime,2009,12,8
Genre_Crime,2010,1,10
Genre_Crime,2010,2,8
Genre_Crime,2010,3,8
Genre_Crime,2010,4,7
Genre_Crime,2010,5,1
Genre_Crime,2010,6,7
Genre_Crime,2010,7,12
Genre_Crime,2010,8,17
Genre_Crime,2010,9,21
Genre_Crime,2010,10,33
Genre_Crime,2010,11,21
Genre_Crime,2010,12,20
Genre_Crime,2011,1,12
Genre_Crime,2011,2,5
Genre_Crime,2011,3,8
Genre_Crime,2011,4,6
Genre_Crime,2011,5,7
Genre_Crime,2011,6,8
Genre_Crime,2011,7,12
Genre_Crime,2011,8,9
Genre_Crime,2011,9,10
Genre_Crime,2011,10,11
Genre_Crime,2011,11,12
Genre_Crime,2011,12,20
Genre_Crime,2012,1,18
Genre_Crime,2012,2,21
Genre_Crime,2012,3,18
Genre_Crime,2012,4,8
Genre_Crime,2012,5,12
Genre_Crime,2012,6,13
Genre_Crime,2012,7,9
Genre_Crime,2012,8,24
Genre_Crime,2012,9,21
Genre_Crime,2012,10,20
Genre_Crime,2012,11,26
Genre_Crime,2012,12,18
Genre_Crime,2013,1,7
Genre_Crime,2013,2,7
Genre_Crime,2013,3,16
Genre_Crime,2013,4,21
Genre_Crime,2013,5,35
Genre_Crime,2013,6,31
Genre_Crime,2013,7,38
Genre_Crime,2013,8,51
Genre_Crime,2013,9,33
Genre_Crime,2013,10,31
Genre_Crime,2013,11,45
Genre_Crime,2013,12,28
Genre_Crime,2014,1,28
Genre_Crime,2014,2,16
Genre_Crime,2014,3,16
Genre_Crime,2014,4,10
Genre_Crime,2014,5,12
Genre_Crime,2014,6,7
Genre_Crime,2014,7,11
Genre_Crime,2014,8,33
Genre_Crime,2014,9,35
Genre_Crime,2014,10,46
Genre_Crime,2014,11,36
Genre_Crime,2014,12,37
Genre_Crime,2015,1,53
Genre_Crime,2015,2,37
Genre_Crime,2015,3,28
Genre_Crime,2015,4,33
Genre_Crime,2015,5,27
Genre_Crime,2015,6,18
Genre_Crime,2015,7,18
Genre_Crime,2015,8,20
Genre_Crime,2015,9,23
Genre_Crime,2015,10,33
Genre_Crime,2015,11,28
Genre_Crime,2015,12,25
Genre_Crime,2016,1,33
Genre_Crime,2016,2,26
Genre_Crime,2016,3,29
Genre_Crime,2016,4,37
Genre_Crime,2016,5,25
Genre_Crime,2016,6,23
Genre_Crime,2016,7,48
Genre_Crime,2016,8,44
Genre_Crime,2016,9,73
Genre_Crime,2016,10,52
Genre_Crime,2016,11,47
Genre_Crime,2016,12,39
Genre_Crime,2017,1,12
Genre_Crime,2017,2,8
Genre_Crime,2017,3,6
Genre_Crime,2017,4,1
Genre_Crime,2017,5,0
Genre_Crime,2017,6,0
Genre_Crime,2017,7,0
Genre_Crime,2017,8,0
Genre_Crime,2017,9,0
Genre_Crime,2017,10,0
Genre_Crime,2017,11,0
Genre_Crime,2017,12,0
Genre_Drama,2005,1,0
Genre_Drama,2005,2,0
Genre_Drama,2005,3,0
Genre_Drama,2005,4,0
Genre_Drama,2005,5,0
Genre_Drama,2005,6,0
Genre_Drama,2005,7,0
Genre_Drama,2005,8,0
Genre_Drama,2005,9,0
Genre_Drama,2005,10,0
Genre_Drama,2005,11,0
Genre_Drama,2005,12,3
Genre_Drama,2006,1,5
Genre_Drama,2006,2,11
Genre_Drama,2006,3,15
Genre_Drama,2006,4,16
Genre_Drama,2006,5,26
Genre_Drama,2006,6,45
Genre_Drama,2006,7,34
Genre_Drama,2006,8,39
Genre_Drama,2006,9,55
Genre_Drama,2006,10,58
Genre_Drama,2006,11,71
Genre_Drama,2006,12,82
Genre_Drama,2007,1,69
Genre_Drama,2007,2,68
Genre_Drama,2007,3,70
Genre_Drama,2007,4,46
Genre_Drama,2007,5,38
Genre_Drama,2007,6,36
Genre_Drama,2007,7,25
Genre_Drama,2007,8,31
Genre_Drama,2007,9,33
Genre_Drama,2007,10,48
Genre_Drama,2007,11,70
Genre_Drama,2007,12,58
Genre_Drama,2008,1,62
Genre_Drama,2008,2,72
Genre_Drama,2008,3,50
Genre_Drama,2008,4,38
Genre_Drama,2008,5,43
Genre_Drama,2008,6,27
Genre_Drama,2008,7,22
Genre_Drama,2008,8,28
Genre_Drama,2008,9,31
Genre_Drama,2008,10,54
Genre_Drama,2008,11,55
Genre_Drama,2008,12,59
Genre_Drama,2009,1,66
Genre_Drama,2009,2,46
Genre_Drama,2009,3,43
Genre_Drama,2009,4,32
Genre_Drama,2009,5,47
Genre_Drama,2009,6,31
Genre_Drama,2009,7,35
Genre_Drama,2009,8,27
Genre_Drama,2009,9,33
Genre_Drama,2009,10,53
Genre_Drama,2009,11,44
Genre_Drama,2009,12,32
Genre_Drama,2010,1,38
Genre_Drama,2010,2,38
Genre_Drama,2010,3,40
Genre_Drama,2010,4,51
Genre_Drama,2010,5,33
Genre_Drama,2010,6,24
Genre_Drama,2010,7,39
Genre_Drama,2010,8,41
Genre_Drama,2010,9,44
Genre_Drama,2010,10,67
Genre_Drama,2010,11,60
Genre_Drama,2010,12,69
Genre_Drama,2011,1,54
Genre_Drama,2011,2,50
Genre_Drama,2011,3,45
Genre_Drama,2011,4,40
Genre_Drama,2011,5,18
Genre_Drama,2011,6,28
Genre_Drama,2011,7,43
Genre_Drama,2011,8,57
Genre_Drama,2011,9,83
Genre_Drama,2011,10,88
Genre_Drama,2011,11,84
Genre_Drama,2011,12,88
Genre_Drama,2012,1,60
Genre_Drama,2012,2,54
Genre_Drama,2012,3,46
Genre_Drama,2012,4,33
Genre_Drama,2012,5,39
Genre_Drama,2012,6,39
Genre_Drama,2012,7,34
Genre_Drama,2012,8,53
Genre_Drama,2012,9,54
Genre_Drama,2012,10,63
Genre_Drama,2012,11,82
Genre_Drama,2012,12,69
Genre_Drama,2013,1,67
Genre_Drama,2013,2,73
Genre_Drama,2013,3,91
Genre_Drama,2013,4,71
Genre_Drama,2013,5,97
Genre_Drama,2013,6,74
Genre_Drama,2013,7,72
Genre_Drama,2013,8,89
Genre_Drama,2013,9,76
Genre_Drama,2013,10,80
Genre_Drama,2013,11,100
Genre_Drama,2013,12,72
Genre_Drama,2014,1,99
Genre_Drama,2014,2,79
Genre_Drama,2014,3,81
Genre_Drama,2014,4,59
Genre_Drama,2014,5,55
Genre_Drama,2014,6,37
Genre_Drama,2014,7,47
Genre_Drama,2014,8,86
Genre_Drama,2014,9,85
Genre_Drama,2014,10,128
Genre_Drama,2014,11,108
Genre_Drama,2014,12,102
Genre_Drama,2015,1,143
Genre_Drama,2015,2,120
Genre_Drama,2015,3,111
Genre_Drama,2015,4,109
Genre_Drama,2015,5,89
Genre_Drama,2015,6,90
Genre_Drama,2015,7,111
Genre_Drama,2015,8,95
Genre_Drama,2015,9,109
Genre_Drama,2015,10,136
Genre_Drama,2015,11,111
Genre_Drama,2015,12,117
Genre_Drama,2016,1,154
Genre_Drama,2016,2,151
Genre_Drama,2016,3,177
Genre_Drama,2016,4,172
Genre_Drama,2016,5,149
Genre_Drama,2016,6,136
Genre_Drama,2016,7,159
Genre_Drama,2016,8,140
Genre_Drama,2016,9,207
Genre_Drama,2016,10,186
Genre_Drama,2016,11,187
Genre_Drama,2016,12,185
Genre_Drama,2017,1,103
Genre_Drama,2017,2,74
Genre_Drama,2017,3,64
Genre_Drama,2017,4,32
Genre_Drama,2017,5,7
Genre_Drama,2017,6,5
Genre_Drama,2017,7,4
Genre_Drama,2017,8,4
Genre_Drama,2017,9,4
Genre_Drama,2017,10,1
Genre_Drama,2017,11,0
Genre_Drama,2017,12,0
Genre_Family,2005,1,0
Genre_Family,2005,2,0
Genre_Family,2005,3,0
Genre_Family,2005,4,0
Genre_Family,2005,5,0
Genre_Family,2005,6,0
Genre_Family,2005,7,0
Genre_Family,2005,8,0
Genre_Family,2005,9,0
Genre_Family,2005,10,0
Genre_Family,2005,11,0
Genre_Family,2005,12,0
Genre_Family,2006,1,0
Genre_Family,2006,2,0
Genre_Family,2006,3,0
Genre_Family,2006,4,0
Genre_Family,2006,5,0
Genre_Family,2006,6,0
Genre_Family,2006,7,0
Genre_Family,2006,8,0
Genre_Family,2006,9,2
Genre_Family,2006,10,4
Genre_Family,2006,11,4
Genre_Family,2006,12,7
Genre_Family,2007,1,8
Genre_Family,2007,2,8
Genre_Family,2007,3,10
Genre_Family,2007,4,8
Genre_Family,2007,5,13
Genre_Family,2007,6,22
Genre_Family,2007,7,16
Genre_Family,2007,8,20
Genre_Family,2007,9,18
Genre_Family,2007,10,22
Genre_Family,2007,11,25
Genre_Family,2007,12,14
Genre_Family,2008,1,12
Genre_Family,2008,2,10
Genre_Family,2008,3,1
Genre_Family,2008,4,0
Genre_Family,2008,5,2
Genre_Family,2008,6,4
Genre_Family,2008,7,4
Genre_Family,2008,8,5
Genre_Family,2008,9,4
Genre_Family,2008,10,5
Genre_Family,2008,11,0
Genre_Family,2008,12,3
Genre_Family,2009,1,5
Genre_Family,2009,2,6
Genre_Family,2009,3,8
Genre_Family,2009,4,8
Genre_Family,2009,5,13
Genre_Family,2009,6,12
Genre_Family,2009,7,10
Genre_Family,2009,8,4
Genre_Family,2009,9,4
Genre_Family,2009,10,5
Genre_Family,2009,11,4
Genre_Family,2009,12,4
Genre_Family,2010,1,11
Genre_Family,2010,2,12
Genre_Family,2010,3,12
Genre_Family,2010,4,19
Genre_Family,2010,5,20
Genre_Family,2010,6,20
Genre_Family,2010,7,16
Genre_Family,2010,8,10
Genre_Family,2010,9,7
Genre_Family,2010,10,5
Genre_Family,2010,11,4
Genre_Family,2010,12,5
Genre_Family,2011,1,5
Genre_Family,2011,2,8
Genre_Family,2011,3,8
Genre_Family,2011,4,6
Genre_Family,2011,5,4
Genre_Family,2011,6,4
Genre_Family,2011,7,2
Genre_Family,2011,8,3
Genre_Family,2011,9,7
Genre_Family,2011,10,8
Genre_Family,2011,11,8
Genre_Family,2011,12,10
Genre_Family,2012,1,8
Genre_Family,2012,2,6
Genre_Family,2012,3,5
Genre_Family,2012,4,1
Genre_Family,2012,5,0
Genre_Family,2012,6,4
Genre_Family,2012,7,4
Genre_Family,2012,8,5
Genre_Family,2012,9,4
Genre_Family,2012,10,4
Genre_Family,2012,11,5
Genre_Family,2012,12,2
Genre_Family,2013,1,3
Genre_Family,2013,2,4
Genre_Family,2013,3,5
Genre_Family,2013,4,4
Genre_Family,2013,5,5
Genre_Family,2013,6,8
Genre_Family,2013,7,6
Genre_Family,2013,8,5
Genre_Family,2013,9,4
Genre_Family,2013,10,4
Genre_Family,2013,11,5
Genre_Family,2013,12,4
Genre_Family,2014,1,4
Genre_Family,2014,2,0
Genre_Family,2014,3,0
Genre_Family,2014,4,4
Genre_Family,2014,5,5
Genre_Family,2014,6,4
Genre_Family,2014,7,4
Genre_Family,2014,8,5
Genre_Family,2014,9,4
Genre_Family,2014,10,9
Genre_Family,2014,11,12
Genre_Family,2014,12,8
Genre_Family,2015,1,13
Genre_Family,2015,2,12
Genre_Family,2015,3,10
Genre_Family,2015,4,12
Genre_Family,2015,5,21
Genre_Family,2015,6,20
Genre_Family,2015,7,22
Genre_Family,2015,8,25
Genre_Family,2015,9,24
Genre_Family,2015,10,23
Genre_Family,2015,11,16
Genre_Family,2015,12,16
Genre_Family,2016,1,20
Genre_Family,2016,2,20
Genre_Family,2016,3,16
Genre_Family,2016,4,21
Genre_Family,2016,5,19
Genre_Family,2016,6,22
Genre_Family,2016,7,33
Genre_Family,2016,8,30
Genre_Family,2016,9,36
Genre_Family,2016,10,26
Genre_Family,2016,11,20
Genre_Family,2016,12,17
Genre_Family,2017,1,12
Genre_Family,2017,2,9
Genre_Family,2017,3,9
Genre_Family,2017,4,4
Genre_Family,2017,5,0
Genre_Family,2017,6,0
Genre_Family,2017,7,0
Genre_Family,2017,8,0
Genre_Family,2017,9,0
Genre_Family,2017,10,0
Genre_Family,2017,11,0
Genre_Family,2017,12,0
Genre_Fantasy,2005,1,0
Genre_Fantasy,2005,2,0
Genre_Fantasy,2005,3,0
Genre_Fantasy,2005,4,0
Genre_Fantasy,2005,5,0
Genre_Fantasy,2005,6,0
Genre_Fantasy,2005,7,0
Genre_Fantasy,2005,8,0
Genre_Fantasy,2005,9,0
Genre_Fantasy,2005,10,0
Genre_Fantasy,2005,11,0
Genre_Fantasy,2005,12,0
Genre_Fantasy,2006,1,3
Genre_Fantasy,2006,2,4
Genre_Fantasy,2006,3,6
Genre_Fantasy,2006,4,8
Genre_Fantasy,2006,5,12
Genre_Fantasy,2006,6,20
Genre_Fantasy,2006,7,13
Genre_Fantasy,2006,8,12
Genre_Fantasy,2006,9,13
Genre_Fantasy,2006,10,5
Genre_Fantasy,2006,11,12
Genre_Fantasy,2006,12,13
Genre_Fantasy,2007,1,12
Genre_Fantasy,2007,2,12
Genre_Fantasy,2007,3,12
Genre_Fantasy,2007,4,13
Genre_Fantasy,2007,5,15
Genre_Fantasy,2007,6,20
Genre_Fantasy,2007,7,18
Genre_Fantasy,2007,8,25
Genre_Fantasy,2007,9,20
Genre_Fantasy,2007,10,15
Genre_Fantasy,2007,11,15
Genre_Fantasy,2007,12,6
Genre_Fantasy,2008,1,4
Genre_Fantasy,2008,2,4
Genre_Fantasy,2008,3,2
Genre_Fantasy,2008,4,4
Genre_Fantasy,2008,5,13
Genre_Fantasy,2008,6,16
Genre_Fantasy,2008,7,16
Genre_Fantasy,2008,8,20
Genre_Fantasy,2008,9,12
Genre_Fantasy,2008,10,9
Genre_Fantasy,2008,11,9
Genre_Fantasy,2008,12,15
Genre_Fantasy,2009,1,20
Genre_Fantasy,2009,2,19
Genre_Fantasy,2009,3,16
Genre_Fantasy,2009,4,11
Genre_Fantasy,2009,5,13
Genre_Fantasy,2009,6,8
Genre_Fantasy,2009,7,5
Genre_Fantasy,2009,8,4
Genre_Fantasy,2009,9,8
Genre_Fantasy,2009,10,15
Genre_Fantasy,2009,11,22
Genre_Fantasy,2009,12,20
Genre_Fantasy,2010,1,30
Genre_Fantasy,2010,2,28
Genre_Fantasy,2010,3,24
Genre_Fantasy,2010,4,31
Genre_Fantasy,2010,5,27
Genre_Fantasy,2010,6,26
Genre_Fantasy,2010,7,24
Genre_Fantasy,2010,8,13
Genre_Fantasy,2010,9,12
Genre_Fantasy,2010,10,9
Genre_Fantasy,2010,11,4
Genre_Fantasy,2010,12,5
Genre_Fantasy,2011,1,5
Genre_Fantasy,2011,2,11
Genre_Fantasy,2011,3,17
Genre_Fantasy,2011,4,31
Genre_Fantasy,2011,5,23
Genre_Fantasy,2011,6,21
Genre_Fantasy,2011,7,30
Genre_Fantasy,2011,8,23
Genre_Fantasy,2011,9,29
Genre_Fantasy,2011,10,19
Genre_Fantasy,2011,11,16
Genre_Fantasy,2011,12,20
Genre_Fantasy,2012,1,16
Genre_Fantasy,2012,2,18
Genre_Fantasy,2012,3,12
Genre_Fantasy,2012,4,8
Genre_Fantasy,2012,5,12
Genre_Fantasy,2012,6,14
Genre_Fantasy,2012,7,8
Genre_Fantasy,2012,8,7
Genre_Fantasy,2012,9,8
Genre_Fantasy,2012,10,13
Genre_Fantasy,2012,11,15
Genre_Fantasy,2012,12,15
Genre_Fantasy,2013,1,19
Genre_Fantasy,2013,2,23
Genre_Fantasy,2013,3,26
Genre_Fantasy,2013,4,22
Genre_Fantasy,2013,5,25
Genre_Fantasy,2013,6,22
Genre_Fantasy,2013,7,19
Genre_Fantasy,2013,8,20
Genre_Fantasy,2013,9,22
Genre_Fantasy,2013,10,15
Genre_Fantasy,2013,11,16
Genre_Fantasy,2013,12,19
Genre_Fantasy,2014,1,28
Genre_Fantasy,2014,2,20
Genre_Fantasy,2014,3,18
Genre_Fantasy,2014,4,11
Genre_Fantasy,2014,5,9
Genre_Fantasy,2014,6,5
Genre_Fantasy,2014,7,9
Genre_Fantasy,2014,8,12
Genre_Fantasy,2014,9,12
Genre_Fantasy,2014,10,16
Genre_Fantasy,2014,11,8
Genre_Fantasy,2014,12,4
Genre_Fantasy,2015,1,8
Genre_Fantasy,2015,2,10
Genre_Fantasy,2015,3,16
Genre_Fantasy,2015,4,13
Genre_Fantasy,2015,5,14
Genre_Fantasy,2015,6,10
Genre_Fantasy,2015,7,6
Genre_Fantasy,2015,8,10
Genre_Fantasy,2015,9,14
Genre_Fantasy,2015,10,17
Genre_Fantasy,2015,11,18
Genre_Fantasy,2015,12,21
Genre_Fantasy,2016,1,23
Genre_Fantasy,2016,2,20
Genre_Fantasy,2016,3,17
Genre_Fantasy,2016,4,22
Genre_Fantasy,2016,5,23
Genre_Fantasy,2016,6,24
Genre_Fantasy,2016,7,35
Genre_Fantasy,2016,8,28
Genre_Fantasy,2016,9,32
Genre_Fantasy,2016,10,25
Genre_Fantasy,2016,11,18
Genre_Fantasy,2016,12,17
Genre_Fantasy,2017,1,11
Genre_Fantasy,2017,2,8
Genre_Fantasy,2017,3,6
Genre_Fantasy,2017,4,0
Genre_Fantasy,2017,5,0
Genre_Fantasy,2017,6,0
Genre_Fantasy,2017,7,0
Genre_Fantasy,2017,8,0
Genre_Fantasy,2017,9,0
Genre_Fantasy,2017,10,0
Genre_Fantasy,2017,11,0
Genre_Fantasy,2017,12,0
Genre_History,2005,1,0
Genre_History,2005,2,0
Genre_History,2005,3,0
Genre_History,2005,4,0
Genre_History,2005,5,0
Genre_History,2005,6,0
Genre_History,2005,7,0
Genre_History,2005,8,0
Genre_History,2005,9,0
Genre_History,2005,10,0
Genre_History,2005,11,0
Genre_History,2005,12,0
Genre_History,2006,1,0
Genre_History,2006,2,0
Genre_History,2006,3,0
Genre_History,2006,4,0
Genre_History,2006,5,0
Genre_History,2006,6,0
Genre_History,2006,7,0
Genre_History,2006,8,1
Genre_History,2006,9,5
Genre_History,2006,10,4
Genre_History,2006,11,4
Genre_History,2006,12,1
Genre_History,2007,1,4
Genre_History,2007,2,4
Genre_History,2007,3,5
Genre_History,2007,4,4
Genre_History,2007,5,0
Genre_History,2007,6,0
Genre_History,2007,7,0
Genre_History,2007,8,0
Genre_History,2007,9,0
Genre_History,2007,10,1
Genre_History,2007,11,5
Genre_History,2007,12,4
Genre_History,2008,1,8
Genre_History,2008,2,10
Genre_History,2008,3,8
Genre_History,2008,4,7
Genre_History,2008,5,5
Genre_History,2008,6,4
Genre_History,2008,7,5
Genre_History,2008,8,4
Genre_History,2008,9,4
